county_name|internal_point_lat|internal_point_lon
Bristol city|36.6169541|-82.1575641
Buena Vista city|37.7293448|-79.3581337
Charlottesville city|38.0376579|-78.4853806
Chesapeake city|36.6793761|-76.3017884
Colonial Heights city|37.2616846|-77.3968043
Covington city|37.7810603|-79.9854337
Danville city|36.5833337|-79.4080707
Emporia city|36.6961820|-77.5359753
Fairfax city|38.8531833|-77.2990252
Falls Church city|38.8847220|-77.1756027
Franklin city|36.6840142|-76.9413956
Fredericksburg city|38.2992718|-77.4866583
Galax city|36.6656397|-80.9143083
Hampton city|37.0479606|-76.2972931
Harrisonburg city|38.4362547|-78.8733028
Hopewell city|37.2910098|-77.2989443
Lexington city|37.7823316|-79.4443196
Lynchburg city|37.3990161|-79.1954582
Manassas city|38.7468077|-77.4826328
Manassas Park city|38.7689451|-77.4487670
Martinsville city|36.6835269|-79.8636475
Newport News city|37.0761357|-76.5219802
Norfolk city|36.9230149|-76.2446413
Norton city|36.9315489|-82.6259960
Petersburg city|37.2047302|-77.3923681
Poquoson city|37.1283599|-76.3035337
Portsmouth city|36.8593388|-76.3569725
Radford city|37.1201194|-80.5591473
Richmond city|37.5313990|-77.4760085
Roanoke city|37.2784580|-79.9581739
Salem city|37.2853329|-80.0552407
Staunton city|38.1579778|-79.0618761
Suffolk city|36.6971573|-76.6347808
Virginia Beach city|36.7799845|-76.0252078
Waynesboro city|38.0671571|-78.9014197
Williamsburg city|37.2694810|-76.7081925
Winchester city|39.1738688|-78.1763562
Adams County|47.0112378|-118.5128614
Asotin County|46.1818612|-117.2277813
Benton County|46.2281252|-119.5166594
Chelan County|47.8609739|-120.6190410
Clallam County|48.1109034|-123.8898599
Clark County|45.7717295|-122.4859533
Columbia County|46.2928505|-117.9116345
Cowlitz County|46.1967854|-122.6784596
Douglas County|47.7417625|-119.6946219
Ferry County|48.4732563|-118.5335894
Franklin County|46.5345799|-118.9069436
Garfield County|46.4294779|-117.5367111
Grant County|47.2136328|-119.4677880
Grays Harbor County|47.1137324|-123.8267349
Island County|48.1585538|-122.6706492
Jefferson County|47.8057075|-123.5270572
King County|47.4905993|-121.8339960
Kitsap County|47.6395948|-122.6496339
Kittitas County|47.1244411|-120.6767092
Klickitat County|45.8704463|-120.7793049
Lewis County|46.5800714|-122.3774443
Lincoln County|47.5827433|-118.4176925
Mason County|47.3541257|-123.1738498
Okanogan County|48.5484533|-119.7422347
Pacific County|46.5565866|-123.7824193
Pend Oreille County|48.5438247|-117.2321913
Pierce County|47.0514128|-122.1532402
San Juan County|48.5071904|-123.1037693
Skagit County|48.4932917|-121.8157703
Skamania County|46.0247853|-121.9532319
Snohomish County|48.0704640|-121.9367840
Spokane County|47.6203752|-117.4033714
Stevens County|48.3887270|-117.8544544
Thurston County|46.9358216|-122.8301524
Wahkiakum County|46.2946377|-123.4244583
Walla Walla County|46.2546057|-118.4803697
Whatcom County|48.8426531|-121.8364325
Whitman County|46.9059441|-117.5353898
Yakima County|46.4565581|-120.7401446
Barbour County|39.1397248|-79.9969466
Berkeley County|39.4479382|-78.0377535
Boone County|38.0228143|-81.7135382
Braxton County|38.6993304|-80.7316597
Brooke County|40.2726454|-80.5786910
Cabell County|38.4195778|-82.2433966
Calhoun County|38.8441591|-81.1154775
Clay County|38.4598259|-81.0818663
Doddridge County|39.2634805|-80.7012316
Fayette County|38.0309328|-81.0860508
Gilmer County|38.9158671|-80.8494132
Grant County|39.1059882|-79.1950640
Greenbrier County|37.9244177|-80.4505897
Hampshire County|39.3121395|-78.6119886
Hancock County|40.5169584|-80.5701643
Hardy County|39.0113612|-78.8417292
Harrison County|39.2791820|-80.3864982
Jackson County|38.8342339|-81.6777168
Jefferson County|39.3073985|-77.8632200
Kanawha County|38.3280675|-81.5235156
Lewis County|38.9888773|-80.4954773
Lincoln County|38.1717696|-82.0776231
Logan County|37.8305905|-81.9408530
McDowell County|37.3827274|-81.6581833
Marion County|39.5058387|-80.2434018
Marshall County|39.8544259|-80.6717944
Mason County|38.7709140|-82.0290067
Mercer County|37.4034477|-81.1064560
Mineral County|39.4047806|-78.9566899
Mingo County|37.7211608|-82.1589891
Monongalia County|39.6336448|-80.0590736
Monroe County|37.5540622|-80.5503295
Morgan County|39.5550021|-78.2573449
Nicholas County|38.2914318|-80.7975148
Ohio County|40.0989316|-80.6207278
Pendleton County|38.6744501|-79.3406175
Pleasants County|39.3681331|-81.1611724
Pocahontas County|38.3326060|-80.0101207
Preston County|39.4690296|-79.6688649
Putnam County|38.5105128|-81.9061090
Raleigh County|37.7624694|-81.2646719
Randolph County|38.7810953|-79.8677881
Ritchie County|39.1771118|-81.0663167
Roane County|38.7429497|-81.3544939
Summers County|37.6559986|-80.8563250
Taylor County|39.3324778|-80.0465539
Tucker County|39.1111751|-79.5599678
Tyler County|39.4656340|-80.8772193
Upshur County|38.9025302|-80.2316057
Wayne County|38.1436416|-82.4226659
Webster County|38.4834590|-80.4490515
Wetzel County|39.5981800|-80.6353994
Wirt County|39.0200337|-81.3829749
Wood County|39.2116023|-81.5162340
Wyoming County|37.6036601|-81.5490317
Adams County|43.9737568|-89.7672276
Ashland County|46.5444245|-90.6796907
Barron County|45.4371917|-91.8528921
Bayfield County|46.6341992|-91.1772815
Brown County|44.4740244|-87.9961303
Buffalo County|44.3856333|-91.7612940
Burnett County|45.8668974|-92.3757305
Calumet County|44.0784104|-88.2121322
Chippewa County|45.0690918|-91.2835054
Clark County|44.7393462|-90.6099532
Columbia County|43.4718818|-89.3304721
Crawford County|43.2499100|-90.9512302
Dane County|43.0674684|-89.4178523
Dodge County|43.4296276|-88.7019394
Door County|45.0934165|-87.0486828
Douglas County|46.4632185|-91.8924773
Dunn County|44.9477513|-91.8976451
Eau Claire County|44.7263547|-91.2864137
Florence County|45.8718277|-88.4069879
Fond du Lac County|43.7547219|-88.4932840
Forest County|45.6668806|-88.7733265
Grant County|42.8700275|-90.6942288
Green County|42.6755218|-89.6050743
Green Lake County|43.7802469|-88.9703796
Iowa County|43.0010208|-90.1336915
Iron County|46.3265500|-90.2612985
Jackson County|44.3245897|-90.7995104
Jefferson County|43.0138045|-88.7739847
Juneau County|43.9328362|-90.1139837
Kenosha County|42.5797034|-87.4250046
Kewaunee County|44.5010324|-87.1633039
La Crosse County|43.9082222|-91.1117584
Lafayette County|42.6555782|-90.1302916
Langlade County|45.2623814|-89.0677254
Lincoln County|45.3384167|-89.7423088
Manitowoc County|44.1561370|-87.5773525
Marathon County|44.8980363|-89.7578230
Marinette County|45.3468989|-87.9911980
Marquette County|43.8260529|-89.4090953
Menominee County|44.9913041|-88.6692512
Milwaukee County|43.0176601|-87.4815541
Monroe County|43.9451751|-90.6199687
Oconto County|44.9965754|-88.2065162
Oneida County|45.7161762|-89.5345333
Outagamie County|44.4182258|-88.4649883
Ozaukee County|43.3607524|-87.4993036
Pepin County|44.6274362|-91.8348898
Pierce County|44.7253365|-92.4262793
Polk County|45.4620407|-92.4470660
Portage County|44.4762457|-89.4980699
Price County|45.6790725|-90.3596497
Racine County|42.7541215|-87.4208775
Richland County|43.3761994|-90.4356927
Rock County|42.6698802|-89.0752844
Rusk County|45.4727340|-91.1367448
St. Croix County|45.0289589|-92.4472842
Sauk County|43.4280010|-89.9433184
Sawyer County|45.8649127|-91.1471302
Shawano County|44.7896407|-88.7558134
Sheboygan County|43.7412320|-87.7315164
Taylor County|45.2116558|-90.5048529
Trempealeau County|44.3030501|-91.3588668
Vernon County|43.5993661|-90.8219835
Vilas County|46.0498480|-89.5012540
Walworth County|42.6681095|-88.5417306
Washburn County|45.8924885|-91.7964217
Washington County|43.3911560|-88.2329166
Waukesha County|43.0183677|-88.3042404
Waupaca County|44.4780043|-88.9670053
Waushara County|44.1128231|-89.2397862
Winnebago County|44.0857068|-88.6681488
Wood County|44.4614126|-90.0388252
Albany County|41.6655141|-105.7218826
Big Horn County|44.5251167|-107.9948477
Campbell County|44.1919995|-105.5170141
Carbon County|41.7035904|-106.9331526
Converse County|42.9846234|-105.5247521
Crook County|44.5892657|-104.5672975
Fremont County|43.0548310|-108.6089349
Goshen County|42.0894553|-104.3535403
Hot Springs County|43.7202092|-108.4350765
Johnson County|44.0440477|-106.5885406
Laramie County|41.2928302|-104.6603950
Lincoln County|42.2299932|-110.6829614
Natrona County|42.9776447|-106.7682192
Niobrara County|43.0621590|-104.4683727
Park County|44.4923865|-109.5935975
Platte County|42.1315927|-104.9539626
Sheridan County|44.7813692|-106.8812114
Sublette County|42.7679284|-109.9161701
Sweetwater County|41.6603282|-108.8756774
Teton County|44.0486620|-110.4260870
Uinta County|41.2847255|-110.5589468
Washakie County|43.8788305|-107.6690520
Weston County|43.8462133|-104.5700202
